city_idx,nominal_label,stability_rate,city
70,4,1.0,"Hemet city, California"
71,0,0.998,"Hesperia city, California"
72,2,0.804,"Huntington Beach city, California"
73,3,0.999,"Indio city, California"
74,4,1.0,"Inglewood city, California"
75,2,1.0,"Irvine city, California"
76,0,1.0,"Jurupa Valley city, California"
77,4,1.0,"Lake Elsinore city, California"
78,4,1.0,"Lakewood city, California"
79,0,1.0,"Lancaster city, California"
80,4,1.0,"Lodi city, California"
81,0,1.0,"Long Beach city, California"
82,0,1.0,"Los Angeles city, California"
83,4,0.997,"Madera city, California"
84,4,1.0,"Manteca city, California"
85,4,1.0,"Menifee city, California"
86,5,0.283,"Merced city, California"
87,2,0.869,"Milpitas city, California"
88,0,1.0,"Modesto city, California"
89,0,1.0,"Moreno Valley city, California"
90,0,1.0,"Murrieta city, California"
91,4,1.0,"Napa city, California"
92,0,1.0,"Norwalk city, California"
93,0,0.994,"Oakland city, California"
94,0,0.979,"Oceanside city, California"
95,0,1.0,"Ontario city, California"
96,0,0.981,"Orange city, California"
97,0,1.0,"Oxnard city, California"
98,0,1.0,"Palmdale city, California"
99,2,0.995,"Pasadena city, California"
100,4,1.0,"Perris city, California"
101,4,1.0,"Pittsburg city, California"
102,2,0.609,"Pleasanton city, California"
103,0,1.0,"Pomona city, California"
104,0,0.904,"Rancho Cordova city, California"
105,0,0.823,"Rancho Cucamonga city, California"
106,4,1.0,"Redding city, California"
107,4,1.0,"Redlands city, California"
108,4,0.721,"Redondo Beach city, California"
109,2,0.911,"Redwood City city, California"
110,0,1.0,"Rialto city, California"
111,0,0.997,"Richmond city, California"
112,0,1.0,"Riverside city, California"
113,4,1.0,"Rocklin city, California"
114,0,0.962,"Roseville city, California"
115,0,1.0,"Sacramento city, California"
116,0,1.0,"Salinas city, California"
117,0,0.974,"San Bernardino city, California"
118,2,0.968,"San Buenaventura (Ventura) city, California"
119,0,0.912,"San Diego city, California"
120,2,1.0,"San Francisco city, California"
121,2,1.0,"San Jose city, California"
122,4,1.0,"San Leandro city, California"
123,4,1.0,"San Marcos city, California"
124,2,0.703,"San Mateo city, California"
125,0,1.0,"Santa Ana city, California"
126,4,1.0,"Santa Barbara city, California"
127,2,1.0,"Santa Clara city, California"
128,2,0.83,"Santa Clarita city, California"
129,0,0.905,"Santa Maria city, California"
130,4,0.853,"Santa Monica city, California"
131,0,1.0,"Santa Rosa city, California"
132,2,0.797,"Simi Valley city, California"
133,4,0.999,"South Gate city, California"
134,0,1.0,"Stockton city, California"
135,2,0.993,"Sunnyvale city, California"
136,4,1.0,"Temecula city, California"
137,2,1.0,"Thousand Oaks city, California"
138,2,0.791,"Torrance city, California"
139,0,0.995,"Tracy city, California"
140,4,1.0,"Tulare city, California"
141,4,1.0,"Turlock city, California"
142,4,1.0,"Tustin city, California"
143,4,1.0,"Union City city, California"
144,4,1.0,"Upland city, California"
145,2,0.919,"Vacaville city, California"
146,4,1.0,"Vallejo city, California"
147,0,0.999,"Victorville city, California"
148,0,0.997,"Visalia city, California"
149,4,1.0,"Vista city, California"
150,0,0.974,"West Covina city, California"
151,4,1.0,"Westminster city, California"
152,4,1.0,"Whittier city, California"
153,4,1.0,"Yuba City city, California"
154,2,0.949,"Arvada city, Colorado"
155,0,1.0,"Aurora city, Colorado"
156,2,0.966,"Centennial city, Colorado"
157,2,0.81,"Colorado Springs city, Colorado"
158,1,1.0,"Denver city, Colorado"
159,4,1.0,"Grand Junction city, Colorado"
160,0,0.982,"Greeley city, Colorado"
161,1,0.61,"Lakewood city, Colorado"
162,4,1.0,"Longmont city, Colorado"
163,3,0.954,"Pueblo city, Colorado"
164,4,1.0,"Thornton city, Colorado"
165,4,1.0,"Westminster city, Colorado"
166,5,0.329,"Bridgeport city, Connecticut"
167,4,1.0,"Danbury city, Connecticut"
168,5,0.601,"Hartford city, Connecticut"
169,4,1.0,"New Britain city, Connecticut"
170,5,0.626,"New Haven city, Connecticut"
171,4,1.0,"Norwalk city, Connecticut"
172,2,0.877,"Stamford city, Connecticut"
173,4,1.0,"Waterbury city, Connecticut"
174,4,1.0,"Wilmington city, Delaware"
175,1,0.929,"Washington city, District of Columbia"
176,1,0.985,"Boca Raton city, Florida"
177,4,1.0,"Boynton Beach city, Florida"
178,0,0.65,"Brandon CDP, Florida"
179,1,1.0,"Cape Coral city, Florida"
180,4,1.0,"Clearwater city, Florida"
181,2,0.348,"Coral Springs city, Florida"
182,4,1.0,"Davie town, Florida"
183,4,1.0,"Daytona Beach city, Florida"
184,4,0.979,"Deerfield Beach city, Florida"
185,4,0.993,"Delray Beach city, Florida"
186,4,1.0,"Deltona city, Florida"
187,4,1.0,"Doral city, Florida"
188,1,1.0,"Fort Lauderdale city, Florida"
189,1,0.626,"Fort Myers city, Florida"
190,0,1.0,"Hialeah city, Florida"
191,1,0.878,"Hollywood city, Florida"
192,4,1.0,"Homestead city, Florida"
193,1,0.853,"Jacksonville city, Florida"
194,4,0.999,"Kendall CDP, Florida"
195,4,1.0,"Kissimmee city, Florida"
196,1,0.277,"Lakeland city, Florida"
197,4,1.0,"Largo city, Florida"
198,4,1.0,"Lauderhill city, Florida"
199,4,1.0,"Lehigh Acres CDP, Florida"
200,1,0.5,"Melbourne city, Florida"
201,1,0.976,"Miami city, Florida"
202,1,0.964,"Miami Beach city, Florida"
203,0,0.899,"Miami Gardens city, Florida"
204,2,0.982,"Miramar city, Florida"
205,4,0.991,"North Port city, Florida"
206,4,1.0,"Ocala city, Florida"
207,0,0.789,"Orlando city, Florida"
208,0,0.901,"Palm Bay city, Florida"
209,4,1.0,"Palm Coast city, Florida"
210,2,0.996,"Pembroke Pines city, Florida"
211,4,1.0,"Plantation city, Florida"
212,1,0.855,"Pompano Beach city, Florida"
213,4,1.0,"Port Orange city, Florida"
214,2,1.0,"Port St. Lucie city, Florida"
215,4,1.0,"Riverview CDP, Florida"
216,1,0.928,"St. Petersburg city, Florida"
217,4,1.0,"Sanford city, Florida"
218,2,0.872,"Spring Hill CDP, Florida"
219,4,1.0,"Sunrise city, Florida"
220,5,0.558,"Tallahassee city, Florida"
221,4,1.0,"Tamarac city, Florida"
222,1,0.827,"Tampa city, Florida"
223,4,0.999,"Town 'n' Country CDP, Florida"
224,1,0.824,"West Palm Beach city, Florida"
225,4,1.0,"Albany city, Georgia"
226,3,0.721,"Athens-Clarke County unified government (balance), Georgia"
227,1,1.0,"Atlanta city, Georgia"
228,3,0.971,"Augusta-Richmond County consolidated government (balance), Georgia"
229,3,0.993,"Columbus city, Georgia"
230,4,1.0,"Mableton city, Georgia"
231,3,1.0,"Macon-Bibb County, Georgia"
232,4,1.0,"Sandy Springs city, Georgia"
233,3,0.973,"Savannah city, Georgia"
234,4,1.0,"South Fulton city, Georgia"
235,4,1.0,"Warner Robins city, Georgia"
236,1,0.982,"Urban Honolulu CDP, Hawaii"
237,1,0.688,"Boise City city, Idaho"
238,4,1.0,"Caldwell city, Idaho"
239,4,1.0,"Idaho Falls city, Idaho"
240,4,1.0,"Meridian city, Idaho"
241,2,0.674,"Nampa city, Idaho"
242,0,0.991,"Aurora city, Illinois"
243,4,1.0,"Bloomington city, Illinois"
244,4,1.0,"Bolingbrook village, Illinois"
245,4,1.0,"Champaign city, Illinois"
246,1,1.0,"Chicago city, Illinois"
247,4,1.0,"Cicero town, Illinois"
248,4,1.0,"Decatur city, Illinois"
249,0,0.954,"Elgin city, Illinois"
250,2,0.937,"Joliet city, Illinois"
251,2,0.985,"Naperville city, Illinois"
252,3,0.985,"Peoria city, Illinois"
253,3,0.963,"Rockford city, Illinois"
254,4,1.0,"Schaumburg village, Illinois"
255,4,1.0,"Skokie village, Illinois"
256,3,0.945,"Springfield city, Illinois"
257,4,1.0,"Waukegan city, Illinois"
258,4,1.0,"Bloomington city, Indiana"
259,4,0.95,"Carmel city, Indiana"
260,3,0.863,"Evansville city, Indiana"
261,3,1.0,"Fort Wayne city, Indiana"
262,4,1.0,"Greenwood city, Indiana"
263,3,0.847,"Hammond city, Indiana"
264,3,1.0,"Indianapolis city (balance), Indiana"
265,4,0.999,"Lafayette city, Indiana"
266,4,1.0,"Muncie city, Indiana"
267,3,0.995,"South Bend city, Indiana"
268,3,0.953,"Cedar Rapids city, Iowa"
269,3,0.864,"Davenport city, Iowa"
270,3,1.0,"Des Moines city, Iowa"
271,4,1.0,"Iowa City city, Iowa"
272,4,1.0,"Sioux City city, Iowa"
273,4,1.0,"Waterloo city, Iowa"
274,0,0.966,"Kansas City city, Kansas"
275,4,1.0,"Lawrence city, Kansas"
276,4,1.0,"Olathe city, Kansas"
277,1,0.863,"Overland Park city, Kansas"
278,3,0.983,"Topeka city, Kansas"
279,3,1.0,"Wichita city, Kansas"
280,4,1.0,"Bowling Green city, Kentucky"
281,3,0.988,"Lexington-Fayette urban county, Kentucky"
282,3,1.0,"Louisville/Jefferson County metro government (balance), Kentucky"
283,3,1.0,"Baton Rouge city, Louisiana"
284,3,0.982,"Lafayette city, Louisiana"
285,4,0.988,"Lake Charles city, Louisiana"
286,4,0.996,"Metairie CDP, Louisiana"
287,3,1.0,"New Orleans city, Louisiana"
288,3,1.0,"Shreveport city, Louisiana"
289,3,1.0,"Baltimore city, Maryland"
290,4,1.0,"Frederick city, Maryland"
291,4,1.0,"Gaithersburg city, Maryland"
292,4,1.0,"Glen Burnie CDP, Maryland"
293,4,1.0,"Rockville city, Maryland"
294,0,1.0,"Boston city, Massachusetts"
295,0,1.0,"Brockton city, Massachusetts"
296,4,1.0,"Fall River city, Massachusetts"
297,4,1.0,"Framingham city, Massachusetts"
298,4,1.0,"Lawrence city, Massachusetts"
299,0,0.972,"Lowell city, Massachusetts"
300,0,0.952,"Lynn city, Massachusetts"
301,4,1.0,"Malden city, Massachusetts"
302,5,0.395,"New Bedford city, Massachusetts"
303,4,1.0,"Quincy city, Massachusetts"
304,4,0.996,"Somerville city, Massachusetts"
305,3,0.941,"Springfield city, Massachusetts"
306,5,0.284,"Worcester city, Massachusetts"
307,4,1.0,"Dearborn city, Michigan"
308,3,1.0,"Detroit city, Michigan"
309,4,1.0,"Farmington Hills city, Michigan"
310,4,1.0,"Flint city, Michigan"
311,3,0.919,"Grand Rapids city, Michigan"
312,4,1.0,"Kalamazoo city, Michigan"
313,3,0.997,"Lansing city, Michigan"
314,2,0.984,"Livonia city, Michigan"
315,4,1.0,"Southfield city, Michigan"
316,0,0.861,"Sterling Heights city, Michigan"
317,4,1.0,"Troy city, Michigan"
318,5,0.191,"Warren city, Michigan"
319,4,1.0,"Westland city, Michigan"
320,4,1.0,"Wyoming city, Michigan"
321,4,1.0,"Bloomington city, Minnesota"
322,3,1.0,"Duluth city, Minnesota"
323,1,0.862,"Minneapolis city, Minnesota"
324,4,1.0,"Rochester city, Minnesota"
325,4,1.0,"St. Cloud city, Minnesota"
326,3,0.95,"St. Paul city, Minnesota"
327,3,0.998,"Gulfport city, Mississippi"
328,3,1.0,"Jackson city, Mississippi"
329,1,0.968,"Columbia city, Missouri"
330,3,0.956,"Independence city, Missouri"
331,3,0.994,"Kansas City city, Missouri"
332,4,1.0,"Lee's Summit city, Missouri"
333,4,1.0,"O'Fallon city, Missouri"
334,4,1.0,"St. Charles city, Missouri"
335,3,0.962,"St. Joseph city, Missouri"
336,3,1.0,"St. Louis city, Missouri"
337,1,0.468,"Springfield city, Missouri"
338,3,0.909,"Billings city, Montana"
339,2,0.912,"Missoula city, Montana"
340,3,0.952,"Lincoln city, Nebraska"
341,3,1.0,"Omaha city, Nebraska"
342,0,0.995,"Enterprise CDP, Nevada"
343,0,0.863,"Henderson city, Nevada"
344,0,0.827,"Las Vegas city, Nevada"
345,0,1.0,"North Las Vegas city, Nevada"
346,1,0.581,"Paradise CDP, Nevada"
347,1,0.483,"Reno city, Nevada"
348,0,0.968,"Sparks city, Nevada"
349,0,0.982,"Spring Valley CDP, Nevada"
350,0,0.789,"Sunrise Manor CDP, Nevada"
351,2,0.504,"Manchester city, New Hampshire"
352,4,1.0,"Nashua city, New Hampshire"
353,4,1.0,"Bayonne city, New Jersey"
354,5,0.536,"Camden city, New Jersey"
355,1,0.332,"Clifton city, New Jersey"
356,4,1.0,"East Orange city, New Jersey"
357,5,0.627,"Elizabeth city, New Jersey"
358,2,1.0,"Jersey City city, New Jersey"
359,5,0.729,"Newark city, New Jersey"
360,4,1.0,"Passaic city, New Jersey"
361,0,0.941,"Paterson city, New Jersey"
362,4,1.0,"Toms River CDP, New Jersey"
363,4,1.0,"Trenton city, New Jersey"
364,4,1.0,"Union City city, New Jersey"
365,3,0.993,"Albuquerque city, New Mexico"
366,3,0.967,"Las Cruces city, New Mexico"
367,4,1.0,"Rio Rancho city, New Mexico"
368,4,1.0,"Santa Fe city, New Mexico"
369,4,1.0,"Albany city, New York"
370,3,1.0,"Buffalo city, New York"
371,4,1.0,"Cheektowaga CDP, New York"
372,4,1.0,"Mount Vernon city, New York"
373,4,1.0,"New Rochelle city, New York"
374,5,1.0,"New York city, New York"
375,3,0.997,"Rochester city, New York"
376,4,1.0,"Schenectady city, New York"
377,5,0.541,"Syracuse city, New York"
378,0,1.0,"Yonkers city, New York"
379,3,0.916,"Asheville city, North Carolina"
380,1,0.988,"Charlotte city, North Carolina"
381,4,1.0,"Concord city, North Carolina"
382,1,0.929,"Durham city, North Carolina"
383,3,0.916,"Fayetteville city, North Carolina"
384,5,0.128,"Gastonia city, North Carolina"
385,3,0.859,"Greensboro city, North Carolina"
386,4,1.0,"Greenville city, North Carolina"
387,3,0.978,"High Point city, North Carolina"
388,2,0.814,"Jacksonville city, North Carolina"
389,1,0.979,"Raleigh city, North Carolina"
390,3,0.711,"Wilmington city, North Carolina"
391,3,1.0,"Winston-Salem city, North Carolina"
392,4,1.0,"Bismarck city, North Dakota"
393,4,1.0,"Fargo city, North Dakota"
394,5,0.287,"Akron city, Ohio"
395,4,1.0,"Canton city, Ohio"
396,3,1.0,"Cincinnati city, Ohio"
397,3,1.0,"Cleveland city, Ohio"
398,3,0.673,"Columbus city, Ohio"
399,3,1.0,"Dayton city, Ohio"
400,4,1.0,"Lorain city, Ohio"
401,4,1.0,"Parma city, Ohio"
402,3,1.0,"Toledo city, Ohio"
403,1,0.458,"Broken Arrow city, Oklahoma"
404,4,1.0,"Edmond city, Oklahoma"
405,3,1.0,"Lawton city, Oklahoma"
406,1,0.932,"Norman city, Oklahoma"
407,3,1.0,"Oklahoma City city, Oklahoma"
408,3,1.0,"Tulsa city, Oklahoma"
409,4,1.0,"Beaverton city, Oregon"
410,1,0.86,"Eugene city, Oregon"
411,4,1.0,"Gresham city, Oregon"
412,0,1.0,"Hillsboro city, Oregon"
413,4,1.0,"Medford city, Oregon"
414,1,0.66,"Portland city, Oregon"
415,0,0.872,"Salem city, Oregon"
416,5,0.348,"Allentown city, Pennsylvania"
417,4,1.0,"Bethlehem city, Pennsylvania"
418,3,0.979,"Erie city, Pennsylvania"
419,1,0.758,"Philadelphia city, Pennsylvania"
420,3,1.0,"Pittsburgh city, Pennsylvania"
421,5,0.63,"Reading city, Pennsylvania"
422,3,0.978,"Scranton city, Pennsylvania"
423,4,1.0,"Cranston city, Rhode Island"
424,4,1.0,"Pawtucket city, Rhode Island"
425,5,0.561,"Providence city, Rhode Island"
426,4,1.0,"Warwick city, Rhode Island"
427,3,0.958,"Columbia city, South Carolina"
428,4,1.0,"Greenville city, South Carolina"
429,1,0.64,"North Charleston city, South Carolina"
430,4,1.0,"Rock Hill city, South Carolina"
431,4,1.0,"Rapid City city, South Dakota"
432,3,0.952,"Sioux Falls city, South Dakota"
433,3,0.915,"Chattanooga city, Tennessee"
434,3,0.971,"Clarksville city, Tennessee"
435,4,1.0,"Jackson city, Tennessee"
436,4,1.0,"Johnson City city, Tennessee"
437,3,0.979,"Knoxville city, Tennessee"
438,3,1.0,"Memphis city, Tennessee"
439,4,1.0,"Murfreesboro city, Tennessee"
440,1,0.989,"Nashville-Davidson metropolitan government (balance), Tennessee"
441,3,0.99,"Abilene city, Texas"
442,3,1.0,"Amarillo city, Texas"
443,0,0.963,"Arlington city, Texas"
444,1,0.999,"Austin city, Texas"
445,4,1.0,"Baytown city, Texas"
446,4,1.0,"Beaumont city, Texas"
447,3,1.0,"Brownsville city, Texas"
448,4,1.0,"Bryan city, Texas"
449,4,1.0,"Carrollton city, Texas"
450,4,1.0,"Cedar Park city, Texas"
451,1,0.989,"College Station city, Texas"
452,4,1.0,"Conroe city, Texas"
453,3,0.998,"Corpus Christi city, Texas"
454,1,0.516,"Dallas city, Texas"
455,0,0.629,"Denton city, Texas"
456,4,1.0,"Edinburg city, Texas"
457,3,1.0,"El Paso city, Texas"
458,0,0.991,"Fort Worth city, Texas"
459,2,1.0,"Frisco city, Texas"
460,0,0.999,"Garland city, Texas"
461,0,1.0,"Grand Prairie city, Texas"
462,3,0.609,"Harlingen city, Texas"
463,5,0.974,"Houston city, Texas"
464,1,0.576,"Irving city, Texas"
465,3,0.977,"Killeen city, Texas"
466,3,0.507,"Laredo city, Texas"
467,2,0.991,"League City city, Texas"
468,4,1.0,"Lewisville city, Texas"
469,4,1.0,"Longview city, Texas"
470,3,0.899,"Lubbock city, Texas"
471,5,0.262,"McAllen city, Texas"
472,2,0.971,"McKinney city, Texas"
473,0,1.0,"Mesquite city, Texas"
474,4,0.982,"Midland city, Texas"
475,4,1.0,"Mission city, Texas"
476,4,1.0,"Missouri City city, Texas"
477,4,1.0,"New Braunfels city, Texas"
478,4,1.0,"North Richland Hills city, Texas"
479,4,1.0,"Odessa city, Texas"
480,5,0.328,"Pasadena city, Texas"
481,4,0.982,"Pearland city, Texas"
482,4,0.998,"Pharr city, Texas"
483,2,0.848,"Plano city, Texas"
484,2,0.729,"Round Rock city, Texas"
485,1,0.449,"San Angelo city, Texas"
486,3,0.932,"San Antonio city, Texas"
487,4,1.0,"Sugar Land city, Texas"
488,4,0.989,"Temple city, Texas"
489,4,1.0,"The Woodlands CDP, Texas"
490,4,1.0,"Tyler city, Texas"
491,4,1.0,"Victoria city, Texas"
492,3,0.978,"Waco city, Texas"
493,3,0.922,"Wichita Falls city, Texas"
494,0,0.691,"Ogden city, Utah"
495,1,0.591,"Orem city, Utah"
496,3,0.982,"Provo city, Utah"
497,4,1.0,"St. George city, Utah"
498,1,0.577,"Salt Lake City city, Utah"
499,2,1.0,"West Jordan city, Utah"
500,0,0.998,"West Valley City city, Utah"
501,4,1.0,"Alexandria city, Virginia"
502,4,1.0,"Arlington CDP, Virginia"
503,0,0.966,"Chesapeake city, Virginia"
504,0,0.581,"Hampton city, Virginia"
505,3,0.826,"Lynchburg city, Virginia"
506,3,0.619,"Newport News city, Virginia"
507,1,0.48,"Norfolk city, Virginia"
508,3,0.889,"Portsmouth city, Virginia"
509,3,0.603,"Richmond city, Virginia"
510,4,1.0,"Roanoke city, Virginia"
511,2,0.625,"Suffolk city, Virginia"
512,2,0.951,"Virginia Beach city, Virginia"
513,4,1.0,"Auburn city, Washington"
514,2,1.0,"Bellevue city, Washington"
515,1,0.853,"Bellingham city, Washington"
516,0,0.904,"Everett city, Washington"
517,4,1.0,"Federal Way city, Washington"
518,4,1.0,"Kennewick city, Washington"
519,0,0.762,"Kent city, Washington"
520,4,1.0,"Marysville city, Washington"
521,4,1.0,"Pasco city, Washington"
522,4,0.827,"Redmond city, Washington"
523,4,1.0,"Renton city, Washington"
524,2,1.0,"Seattle city, Washington"
525,4,1.0,"Shoreline city, Washington"
526,1,0.744,"Spokane city, Washington"
527,4,1.0,"Spokane Valley city, Washington"
528,0,1.0,"Tacoma city, Washington"
529,2,0.986,"Vancouver city, Washington"
530,4,1.0,"Yakima city, Washington"
531,3,0.931,"Green Bay city, Wisconsin"
532,4,1.0,"Janesville city, Wisconsin"
533,3,0.911,"Kenosha city, Wisconsin"
534,1,1.0,"Madison city, Wisconsin"
535,3,0.905,"Milwaukee city, Wisconsin"
536,3,0.953,"Oshkosh city, Wisconsin"
537,4,1.0,"Racine city, Wisconsin"
538,4,1.0,"Waukesha city, Wisconsin"
539,4,1.0,"Cheyenne city, Wyoming"
