city_idx,nominal_label,stability_rate,city
231,2,1.0,"Macon-Bibb County, Georgia"
232,6,0.941,"Sandy Springs city, Georgia"
233,2,1.0,"Savannah city, Georgia"
234,3,0.706,"South Fulton city, Georgia"
235,4,0.968,"Warner Robins city, Georgia"
236,5,1.0,"Urban Honolulu CDP, Hawaii"
237,5,0.834,"Boise City city, Idaho"
238,0,0.46,"Caldwell city, Idaho"
239,3,0.987,"Idaho Falls city, Idaho"
240,3,1.0,"Meridian city, Idaho"
241,3,0.982,"Nampa city, Idaho"
242,3,0.981,"Aurora city, Illinois"
243,3,1.0,"Bloomington city, Illinois"
244,3,0.603,"Bolingbrook village, Illinois"
245,5,0.922,"Champaign city, Illinois"
246,5,1.0,"Chicago city, Illinois"
247,1,1.0,"Cicero town, Illinois"
248,2,0.997,"Decatur city, Illinois"
249,0,0.545,"Elgin city, Illinois"
250,0,0.815,"Joliet city, Illinois"
251,6,1.0,"Naperville city, Illinois"
252,4,0.721,"Peoria city, Illinois"
253,7,0.903,"Rockford city, Illinois"
254,3,0.999,"Schaumburg village, Illinois"
255,0,0.682,"Skokie village, Illinois"
256,5,0.949,"Springfield city, Illinois"
257,1,0.929,"Waukegan city, Illinois"
258,2,0.799,"Bloomington city, Indiana"
259,6,1.0,"Carmel city, Indiana"
260,4,0.976,"Evansville city, Indiana"
261,4,1.0,"Fort Wayne city, Indiana"
262,3,0.978,"Greenwood city, Indiana"
263,4,0.989,"Hammond city, Indiana"
264,4,1.0,"Indianapolis city (balance), Indiana"
265,4,1.0,"Lafayette city, Indiana"
266,2,1.0,"Muncie city, Indiana"
267,2,0.611,"South Bend city, Indiana"
268,4,0.591,"Cedar Rapids city, Iowa"
269,4,1.0,"Davenport city, Iowa"
270,4,1.0,"Des Moines city, Iowa"
271,5,1.0,"Iowa City city, Iowa"
272,4,0.951,"Sioux City city, Iowa"
273,4,0.994,"Waterloo city, Iowa"
274,4,0.814,"Kansas City city, Kansas"
275,5,0.993,"Lawrence city, Kansas"
276,3,1.0,"Olathe city, Kansas"
277,3,1.0,"Overland Park city, Kansas"
278,4,1.0,"Topeka city, Kansas"
279,4,1.0,"Wichita city, Kansas"
280,4,0.521,"Bowling Green city, Kentucky"
281,5,1.0,"Lexington-Fayette urban county, Kentucky"
282,4,1.0,"Louisville/Jefferson County metro government (balance), Kentucky"
283,2,1.0,"Baton Rouge city, Louisiana"
284,2,0.85,"Lafayette city, Louisiana"
285,2,1.0,"Lake Charles city, Louisiana"
286,4,0.8,"Metairie CDP, Louisiana"
287,2,1.0,"New Orleans city, Louisiana"
288,2,1.0,"Shreveport city, Louisiana"
289,5,0.813,"Baltimore city, Maryland"
290,3,1.0,"Frederick city, Maryland"
291,6,0.918,"Gaithersburg city, Maryland"
292,3,0.868,"Glen Burnie CDP, Maryland"
293,6,1.0,"Rockville city, Maryland"
294,5,1.0,"Boston city, Massachusetts"
295,1,0.722,"Brockton city, Massachusetts"
296,1,0.939,"Fall River city, Massachusetts"
297,6,0.637,"Framingham city, Massachusetts"
298,1,1.0,"Lawrence city, Massachusetts"
299,1,0.796,"Lowell city, Massachusetts"
300,1,1.0,"Lynn city, Massachusetts"
301,6,0.928,"Malden city, Massachusetts"
302,7,1.0,"New Bedford city, Massachusetts"
303,6,0.843,"Quincy city, Massachusetts"
304,6,1.0,"Somerville city, Massachusetts"
305,2,0.724,"Springfield city, Massachusetts"
306,7,0.958,"Worcester city, Massachusetts"
307,2,0.897,"Dearborn city, Michigan"
308,2,1.0,"Detroit city, Michigan"
309,3,0.782,"Farmington Hills city, Michigan"
310,2,1.0,"Flint city, Michigan"
311,3,0.57,"Grand Rapids city, Michigan"
312,4,0.651,"Kalamazoo city, Michigan"
313,4,0.945,"Lansing city, Michigan"
314,3,0.705,"Livonia city, Michigan"
315,3,0.574,"Southfield city, Michigan"
316,0,0.731,"Sterling Heights city, Michigan"
317,3,0.925,"Troy city, Michigan"
318,7,0.876,"Warren city, Michigan"
319,4,0.982,"Westland city, Michigan"
320,3,1.0,"Wyoming city, Michigan"
321,3,1.0,"Bloomington city, Minnesota"
322,4,0.692,"Duluth city, Minnesota"
323,5,1.0,"Minneapolis city, Minnesota"
324,3,1.0,"Rochester city, Minnesota"
325,4,0.979,"St. Cloud city, Minnesota"
326,5,0.738,"St. Paul city, Minnesota"
327,2,1.0,"Gulfport city, Mississippi"
328,2,1.0,"Jackson city, Mississippi"
329,5,0.956,"Columbia city, Missouri"
330,4,0.91,"Independence city, Missouri"
331,4,0.946,"Kansas City city, Missouri"
332,3,0.999,"Lee's Summit city, Missouri"
333,3,0.844,"O'Fallon city, Missouri"
334,3,0.822,"St. Charles city, Missouri"
335,4,0.972,"St. Joseph city, Missouri"
336,2,0.981,"St. Louis city, Missouri"
337,4,1.0,"Springfield city, Missouri"
338,4,0.753,"Billings city, Montana"
339,3,0.725,"Missoula city, Montana"
340,3,0.987,"Lincoln city, Nebraska"
341,4,1.0,"Omaha city, Nebraska"
342,3,0.727,"Enterprise CDP, Nevada"
343,0,0.991,"Henderson city, Nevada"
344,4,0.981,"Las Vegas city, Nevada"
345,0,0.938,"North Las Vegas city, Nevada"
346,2,0.841,"Paradise CDP, Nevada"
347,5,0.962,"Reno city, Nevada"
348,0,0.968,"Sparks city, Nevada"
349,0,0.397,"Spring Valley CDP, Nevada"
350,7,0.536,"Sunrise Manor CDP, Nevada"
351,3,0.914,"Manchester city, New Hampshire"
352,3,1.0,"Nashua city, New Hampshire"
353,3,0.586,"Bayonne city, New Jersey"
354,7,1.0,"Camden city, New Jersey"
355,0,0.664,"Clifton city, New Jersey"
356,4,0.752,"East Orange city, New Jersey"
357,7,1.0,"Elizabeth city, New Jersey"
358,5,0.993,"Jersey City city, New Jersey"
359,7,1.0,"Newark city, New Jersey"
360,1,1.0,"Passaic city, New Jersey"
361,1,0.999,"Paterson city, New Jersey"
362,3,0.811,"Toms River CDP, New Jersey"
363,1,0.999,"Trenton city, New Jersey"
364,1,0.99,"Union City city, New Jersey"
365,4,1.0,"Albuquerque city, New Mexico"
366,4,0.936,"Las Cruces city, New Mexico"
367,3,0.869,"Rio Rancho city, New Mexico"
368,5,0.498,"Santa Fe city, New Mexico"
369,5,0.912,"Albany city, New York"
370,2,1.0,"Buffalo city, New York"
371,4,0.749,"Cheektowaga CDP, New York"
372,5,0.675,"Mount Vernon city, New York"
373,5,0.753,"New Rochelle city, New York"
374,5,1.0,"New York city, New York"
375,2,1.0,"Rochester city, New York"
376,5,0.508,"Schenectady city, New York"
377,7,1.0,"Syracuse city, New York"
378,1,0.793,"Yonkers city, New York"
379,2,0.869,"Asheville city, North Carolina"
380,5,1.0,"Charlotte city, North Carolina"
381,3,1.0,"Concord city, North Carolina"
382,5,0.613,"Durham city, North Carolina"
383,4,0.998,"Fayetteville city, North Carolina"
384,7,0.747,"Gastonia city, North Carolina"
385,4,0.618,"Greensboro city, North Carolina"
386,2,0.919,"Greenville city, North Carolina"
387,4,1.0,"High Point city, North Carolina"
388,4,0.42,"Jacksonville city, North Carolina"
389,5,1.0,"Raleigh city, North Carolina"
390,5,1.0,"Wilmington city, North Carolina"
391,5,0.955,"Winston-Salem city, North Carolina"
392,3,0.854,"Bismarck city, North Dakota"
393,3,0.791,"Fargo city, North Dakota"
394,7,1.0,"Akron city, Ohio"
395,2,0.981,"Canton city, Ohio"
396,2,0.6,"Cincinnati city, Ohio"
397,2,1.0,"Cleveland city, Ohio"
398,4,0.95,"Columbus city, Ohio"
399,2,1.0,"Dayton city, Ohio"
400,4,0.672,"Lorain city, Ohio"
401,3,0.908,"Parma city, Ohio"
402,7,0.997,"Toledo city, Ohio"
403,3,1.0,"Broken Arrow city, Oklahoma"
404,3,0.881,"Edmond city, Oklahoma"
405,2,0.714,"Lawton city, Oklahoma"
406,4,0.751,"Norman city, Oklahoma"
407,4,1.0,"Oklahoma City city, Oklahoma"
408,4,1.0,"Tulsa city, Oklahoma"
409,3,0.877,"Beaverton city, Oregon"
410,5,0.858,"Eugene city, Oregon"
411,4,0.488,"Gresham city, Oregon"
412,3,0.716,"Hillsboro city, Oregon"
413,4,0.99,"Medford city, Oregon"
414,5,1.0,"Portland city, Oregon"
415,4,0.735,"Salem city, Oregon"
416,7,1.0,"Allentown city, Pennsylvania"
417,4,0.683,"Bethlehem city, Pennsylvania"
418,2,0.59,"Erie city, Pennsylvania"
419,5,1.0,"Philadelphia city, Pennsylvania"
420,5,0.698,"Pittsburgh city, Pennsylvania"
421,7,1.0,"Reading city, Pennsylvania"
422,2,1.0,"Scranton city, Pennsylvania"
423,3,0.706,"Cranston city, Rhode Island"
424,4,0.818,"Pawtucket city, Rhode Island"
425,7,1.0,"Providence city, Rhode Island"
426,3,0.831,"Warwick city, Rhode Island"
427,5,0.643,"Columbia city, South Carolina"
428,5,0.959,"Greenville city, South Carolina"
429,4,0.787,"North Charleston city, South Carolina"
430,3,0.915,"Rock Hill city, South Carolina"
431,3,0.693,"Rapid City city, South Dakota"
432,3,1.0,"Sioux Falls city, South Dakota"
433,2,0.507,"Chattanooga city, Tennessee"
434,3,0.83,"Clarksville city, Tennessee"
435,4,0.951,"Jackson city, Tennessee"
436,4,0.63,"Johnson City city, Tennessee"
437,5,0.939,"Knoxville city, Tennessee"
438,2,1.0,"Memphis city, Tennessee"
439,3,0.999,"Murfreesboro city, Tennessee"
440,5,1.0,"Nashville-Davidson metropolitan government (balance), Tennessee"
441,4,0.834,"Abilene city, Texas"
442,4,1.0,"Amarillo city, Texas"
443,4,0.96,"Arlington city, Texas"
444,5,1.0,"Austin city, Texas"
445,4,0.73,"Baytown city, Texas"
446,2,0.99,"Beaumont city, Texas"
447,4,0.996,"Brownsville city, Texas"
448,4,0.971,"Bryan city, Texas"
449,3,0.965,"Carrollton city, Texas"
450,6,0.733,"Cedar Park city, Texas"
451,2,0.683,"College Station city, Texas"
452,4,0.883,"Conroe city, Texas"
453,4,1.0,"Corpus Christi city, Texas"
454,5,1.0,"Dallas city, Texas"
455,5,0.397,"Denton city, Texas"
456,4,0.972,"Edinburg city, Texas"
457,4,1.0,"El Paso city, Texas"
458,4,0.923,"Fort Worth city, Texas"
459,6,1.0,"Frisco city, Texas"
460,1,1.0,"Garland city, Texas"
461,0,0.701,"Grand Prairie city, Texas"
462,2,1.0,"Harlingen city, Texas"
463,2,0.95,"Houston city, Texas"
464,5,0.951,"Irving city, Texas"
465,4,0.971,"Killeen city, Texas"
466,4,0.655,"Laredo city, Texas"
467,3,0.848,"League City city, Texas"
468,3,0.975,"Lewisville city, Texas"
469,4,0.95,"Longview city, Texas"
470,4,0.66,"Lubbock city, Texas"
471,7,0.955,"McAllen city, Texas"
472,6,0.838,"McKinney city, Texas"
473,1,0.699,"Mesquite city, Texas"
474,4,0.897,"Midland city, Texas"
475,2,0.904,"Mission city, Texas"
476,0,0.517,"Missouri City city, Texas"
477,3,0.629,"New Braunfels city, Texas"
478,3,1.0,"North Richland Hills city, Texas"
479,4,0.97,"Odessa city, Texas"
480,7,0.999,"Pasadena city, Texas"
481,3,0.957,"Pearland city, Texas"
482,4,0.545,"Pharr city, Texas"
483,6,1.0,"Plano city, Texas"
484,3,1.0,"Round Rock city, Texas"
485,4,0.882,"San Angelo city, Texas"
486,4,1.0,"San Antonio city, Texas"
487,0,0.554,"Sugar Land city, Texas"
488,4,0.946,"Temple city, Texas"
489,6,1.0,"The Woodlands CDP, Texas"
490,4,0.802,"Tyler city, Texas"
491,4,0.987,"Victoria city, Texas"
492,2,0.748,"Waco city, Texas"
493,4,0.983,"Wichita Falls city, Texas"
494,4,0.928,"Ogden city, Utah"
495,3,0.606,"Orem city, Utah"
496,5,0.927,"Provo city, Utah"
497,3,0.802,"St. George city, Utah"
498,5,1.0,"Salt Lake City city, Utah"
499,3,0.925,"West Jordan city, Utah"
500,3,0.736,"West Valley City city, Utah"
501,6,1.0,"Alexandria city, Virginia"
502,6,1.0,"Arlington CDP, Virginia"
503,0,0.994,"Chesapeake city, Virginia"
504,4,0.994,"Hampton city, Virginia"
505,5,0.387,"Lynchburg city, Virginia"
506,4,0.928,"Newport News city, Virginia"
507,5,0.772,"Norfolk city, Virginia"
508,4,0.961,"Portsmouth city, Virginia"
509,5,1.0,"Richmond city, Virginia"
510,4,0.627,"Roanoke city, Virginia"
511,0,0.717,"Suffolk city, Virginia"
512,3,1.0,"Virginia Beach city, Virginia"
513,0,0.389,"Auburn city, Washington"
514,6,1.0,"Bellevue city, Washington"
515,5,0.998,"Bellingham city, Washington"
516,4,0.841,"Everett city, Washington"
517,0,0.585,"Federal Way city, Washington"
518,4,0.94,"Kennewick city, Washington"
519,0,0.809,"Kent city, Washington"
520,0,0.668,"Marysville city, Washington"
521,4,0.595,"Pasco city, Washington"
522,6,1.0,"Redmond city, Washington"
523,3,0.923,"Renton city, Washington"
524,6,1.0,"Seattle city, Washington"
525,3,0.524,"Shoreline city, Washington"
526,4,0.825,"Spokane city, Washington"
527,0,0.706,"Spokane Valley city, Washington"
528,0,0.786,"Tacoma city, Washington"
529,3,0.932,"Vancouver city, Washington"
530,4,0.896,"Yakima city, Washington"
531,4,0.942,"Green Bay city, Wisconsin"
532,3,0.989,"Janesville city, Wisconsin"
533,3,1.0,"Kenosha city, Wisconsin"
534,5,0.855,"Madison city, Wisconsin"
535,4,0.839,"Milwaukee city, Wisconsin"
536,4,0.989,"Oshkosh city, Wisconsin"
537,4,0.999,"Racine city, Wisconsin"
538,3,1.0,"Waukesha city, Wisconsin"
539,3,1.0,"Cheyenne city, Wyoming"
540,2,1.0,"Bayamón zona urbana, Puerto Rico"
541,2,1.0,"Caguas zona urbana, Puerto Rico"
542,2,1.0,"Carolina zona urbana, Puerto Rico"
543,2,0.948,"Guaynabo zona urbana, Puerto Rico"
544,2,1.0,"Ponce zona urbana, Puerto Rico"
545,2,1.0,"San Juan zona urbana, Puerto Rico"
