city_idx,nominal_label,stability_rate,city
160,2,0.994,"Greeley city, Colorado"
161,4,0.861,"Lakewood city, Colorado"
162,3,1.0,"Longmont city, Colorado"
163,5,0.449,"Pueblo city, Colorado"
164,3,1.0,"Thornton city, Colorado"
165,3,1.0,"Westminster city, Colorado"
166,6,0.642,"Bridgeport city, Connecticut"
167,3,1.0,"Danbury city, Connecticut"
168,6,0.972,"Hartford city, Connecticut"
169,3,1.0,"New Britain city, Connecticut"
170,6,0.98,"New Haven city, Connecticut"
171,3,1.0,"Norwalk city, Connecticut"
172,1,0.756,"Stamford city, Connecticut"
173,3,1.0,"Waterbury city, Connecticut"
174,3,1.0,"Wilmington city, Delaware"
175,4,1.0,"Washington city, District of Columbia"
176,4,0.977,"Boca Raton city, Florida"
177,3,1.0,"Boynton Beach city, Florida"
178,4,0.358,"Brandon CDP, Florida"
179,5,0.642,"Cape Coral city, Florida"
180,3,0.991,"Clearwater city, Florida"
181,2,0.739,"Coral Springs city, Florida"
182,3,1.0,"Davie town, Florida"
183,3,0.998,"Daytona Beach city, Florida"
184,3,0.993,"Deerfield Beach city, Florida"
185,3,0.98,"Delray Beach city, Florida"
186,3,1.0,"Deltona city, Florida"
187,3,1.0,"Doral city, Florida"
188,4,0.983,"Fort Lauderdale city, Florida"
189,5,0.426,"Fort Myers city, Florida"
190,2,0.999,"Hialeah city, Florida"
191,4,0.981,"Hollywood city, Florida"
192,3,1.0,"Homestead city, Florida"
193,4,0.999,"Jacksonville city, Florida"
194,3,1.0,"Kendall CDP, Florida"
195,3,1.0,"Kissimmee city, Florida"
196,4,0.484,"Lakeland city, Florida"
197,3,0.999,"Largo city, Florida"
198,3,0.998,"Lauderhill city, Florida"
199,3,0.991,"Lehigh Acres CDP, Florida"
200,4,0.515,"Melbourne city, Florida"
201,4,0.999,"Miami city, Florida"
202,4,0.991,"Miami Beach city, Florida"
203,5,0.303,"Miami Gardens city, Florida"
204,1,0.944,"Miramar city, Florida"
205,3,1.0,"North Port city, Florida"
206,3,0.96,"Ocala city, Florida"
207,4,0.942,"Orlando city, Florida"
208,2,0.982,"Palm Bay city, Florida"
209,3,1.0,"Palm Coast city, Florida"
210,1,0.849,"Pembroke Pines city, Florida"
211,3,1.0,"Plantation city, Florida"
212,5,0.705,"Pompano Beach city, Florida"
213,3,1.0,"Port Orange city, Florida"
214,2,0.948,"Port St. Lucie city, Florida"
215,3,1.0,"Riverview CDP, Florida"
216,4,0.984,"St. Petersburg city, Florida"
217,3,1.0,"Sanford city, Florida"
218,2,0.876,"Spring Hill CDP, Florida"
219,3,1.0,"Sunrise city, Florida"
220,5,0.8,"Tallahassee city, Florida"
221,3,1.0,"Tamarac city, Florida"
222,4,1.0,"Tampa city, Florida"
223,3,1.0,"Town 'n' Country CDP, Florida"
224,4,0.936,"West Palm Beach city, Florida"
225,5,0.263,"Albany city, Georgia"
226,4,0.879,"Athens-Clarke County unified government (balance), Georgia"
227,4,1.0,"Atlanta city, Georgia"
228,7,0.981,"Augusta-Richmond County consolidated government (balance), Georgia"
229,7,0.98,"Columbus city, Georgia"
230,3,1.0,"Mableton city, Georgia"
231,7,0.986,"Macon-Bibb County, Georgia"
232,3,1.0,"Sandy Springs city, Georgia"
233,5,0.436,"Savannah city, Georgia"
234,3,1.0,"South Fulton city, Georgia"
235,3,0.997,"Warner Robins city, Georgia"
236,4,1.0,"Urban Honolulu CDP, Hawaii"
237,4,0.992,"Boise City city, Idaho"
238,3,1.0,"Caldwell city, Idaho"
239,3,1.0,"Idaho Falls city, Idaho"
240,3,1.0,"Meridian city, Idaho"
241,2,0.982,"Nampa city, Idaho"
242,2,0.998,"Aurora city, Illinois"
243,3,1.0,"Bloomington city, Illinois"
244,3,1.0,"Bolingbrook village, Illinois"
245,3,0.997,"Champaign city, Illinois"
246,4,1.0,"Chicago city, Illinois"
247,3,1.0,"Cicero town, Illinois"
248,5,0.228,"Decatur city, Illinois"
249,2,1.0,"Elgin city, Illinois"
250,2,1.0,"Joliet city, Illinois"
251,1,0.992,"Naperville city, Illinois"
252,7,0.769,"Peoria city, Illinois"
253,7,0.904,"Rockford city, Illinois"
254,3,1.0,"Schaumburg village, Illinois"
255,3,1.0,"Skokie village, Illinois"
256,4,0.87,"Springfield city, Illinois"
257,3,1.0,"Waukegan city, Illinois"
258,3,0.961,"Bloomington city, Indiana"
259,1,0.268,"Carmel city, Indiana"
260,7,0.612,"Evansville city, Indiana"
261,7,0.993,"Fort Wayne city, Indiana"
262,3,1.0,"Greenwood city, Indiana"
263,7,0.658,"Hammond city, Indiana"
264,7,1.0,"Indianapolis city (balance), Indiana"
265,3,1.0,"Lafayette city, Indiana"
266,3,1.0,"Muncie city, Indiana"
267,7,0.878,"South Bend city, Indiana"
268,7,0.928,"Cedar Rapids city, Iowa"
269,7,0.68,"Davenport city, Iowa"
270,7,1.0,"Des Moines city, Iowa"
271,5,0.484,"Iowa City city, Iowa"
272,3,1.0,"Sioux City city, Iowa"
273,3,0.999,"Waterloo city, Iowa"
274,2,0.975,"Kansas City city, Kansas"
275,3,1.0,"Lawrence city, Kansas"
276,3,1.0,"Olathe city, Kansas"
277,1,0.485,"Overland Park city, Kansas"
278,7,0.968,"Topeka city, Kansas"
279,7,1.0,"Wichita city, Kansas"
280,3,1.0,"Bowling Green city, Kentucky"
281,4,0.842,"Lexington-Fayette urban county, Kentucky"
282,7,1.0,"Louisville/Jefferson County metro government (balance), Kentucky"
283,7,0.99,"Baton Rouge city, Louisiana"
284,7,0.828,"Lafayette city, Louisiana"
285,5,0.168,"Lake Charles city, Louisiana"
286,3,0.995,"Metairie CDP, Louisiana"
287,5,0.648,"New Orleans city, Louisiana"
288,7,0.997,"Shreveport city, Louisiana"
289,7,0.655,"Baltimore city, Maryland"
290,3,1.0,"Frederick city, Maryland"
291,3,1.0,"Gaithersburg city, Maryland"
292,3,1.0,"Glen Burnie CDP, Maryland"
293,3,0.998,"Rockville city, Maryland"
294,4,0.705,"Boston city, Massachusetts"
295,2,0.979,"Brockton city, Massachusetts"
296,3,1.0,"Fall River city, Massachusetts"
297,3,1.0,"Framingham city, Massachusetts"
298,3,1.0,"Lawrence city, Massachusetts"
299,2,0.904,"Lowell city, Massachusetts"
300,6,0.301,"Lynn city, Massachusetts"
301,3,1.0,"Malden city, Massachusetts"
302,6,0.8,"New Bedford city, Massachusetts"
303,3,1.0,"Quincy city, Massachusetts"
304,3,0.999,"Somerville city, Massachusetts"
305,7,0.877,"Springfield city, Massachusetts"
306,6,0.69,"Worcester city, Massachusetts"
307,3,0.978,"Dearborn city, Michigan"
308,7,1.0,"Detroit city, Michigan"
309,3,1.0,"Farmington Hills city, Michigan"
310,5,0.494,"Flint city, Michigan"
311,4,0.996,"Grand Rapids city, Michigan"
312,3,1.0,"Kalamazoo city, Michigan"
313,7,0.995,"Lansing city, Michigan"
314,1,0.685,"Livonia city, Michigan"
315,3,1.0,"Southfield city, Michigan"
316,2,0.949,"Sterling Heights city, Michigan"
317,3,1.0,"Troy city, Michigan"
318,6,0.409,"Warren city, Michigan"
319,3,1.0,"Westland city, Michigan"
320,3,1.0,"Wyoming city, Michigan"
321,3,1.0,"Bloomington city, Minnesota"
322,7,0.991,"Duluth city, Minnesota"
323,4,1.0,"Minneapolis city, Minnesota"
324,3,1.0,"Rochester city, Minnesota"
325,3,1.0,"St. Cloud city, Minnesota"
326,7,0.445,"St. Paul city, Minnesota"
327,7,0.889,"Gulfport city, Mississippi"
328,7,0.947,"Jackson city, Mississippi"
329,4,1.0,"Columbia city, Missouri"
330,7,0.856,"Independence city, Missouri"
331,7,0.999,"Kansas City city, Missouri"
332,3,1.0,"Lee's Summit city, Missouri"
333,3,1.0,"O'Fallon city, Missouri"
334,3,1.0,"St. Charles city, Missouri"
335,5,0.57,"St. Joseph city, Missouri"
336,5,0.588,"St. Louis city, Missouri"
337,4,0.972,"Springfield city, Missouri"
338,7,0.906,"Billings city, Montana"
339,4,0.996,"Missoula city, Montana"
340,4,0.866,"Lincoln city, Nebraska"
341,7,0.998,"Omaha city, Nebraska"
342,2,1.0,"Enterprise CDP, Nevada"
343,2,0.826,"Henderson city, Nevada"
344,4,0.596,"Las Vegas city, Nevada"
345,2,1.0,"North Las Vegas city, Nevada"
346,5,0.531,"Paradise CDP, Nevada"
347,2,0.817,"Reno city, Nevada"
348,2,0.899,"Sparks city, Nevada"
349,4,0.832,"Spring Valley CDP, Nevada"
350,6,0.504,"Sunrise Manor CDP, Nevada"
351,4,0.739,"Manchester city, New Hampshire"
352,3,1.0,"Nashua city, New Hampshire"
353,3,1.0,"Bayonne city, New Jersey"
354,6,0.967,"Camden city, New Jersey"
355,4,0.554,"Clifton city, New Jersey"
356,3,1.0,"East Orange city, New Jersey"
357,6,0.909,"Elizabeth city, New Jersey"
358,1,1.0,"Jersey City city, New Jersey"
359,6,0.994,"Newark city, New Jersey"
360,3,1.0,"Passaic city, New Jersey"
361,2,0.844,"Paterson city, New Jersey"
362,3,1.0,"Toms River CDP, New Jersey"
363,3,1.0,"Trenton city, New Jersey"
364,3,1.0,"Union City city, New Jersey"
365,7,0.973,"Albuquerque city, New Mexico"
366,5,0.408,"Las Cruces city, New Mexico"
367,3,1.0,"Rio Rancho city, New Mexico"
368,3,1.0,"Santa Fe city, New Mexico"
369,3,1.0,"Albany city, New York"
370,7,0.994,"Buffalo city, New York"
371,3,1.0,"Cheektowaga CDP, New York"
372,3,1.0,"Mount Vernon city, New York"
373,3,1.0,"New Rochelle city, New York"
374,6,1.0,"New York city, New York"
375,7,0.888,"Rochester city, New York"
376,3,1.0,"Schenectady city, New York"
377,6,0.993,"Syracuse city, New York"
378,2,0.998,"Yonkers city, New York"
379,5,0.851,"Asheville city, North Carolina"
380,4,1.0,"Charlotte city, North Carolina"
381,3,1.0,"Concord city, North Carolina"
382,1,0.713,"Durham city, North Carolina"
383,4,0.864,"Fayetteville city, North Carolina"
384,6,0.581,"Gastonia city, North Carolina"
385,4,0.927,"Greensboro city, North Carolina"
386,3,0.998,"Greenville city, North Carolina"
387,7,0.8,"High Point city, North Carolina"
388,4,0.942,"Jacksonville city, North Carolina"
389,4,0.943,"Raleigh city, North Carolina"
390,4,0.818,"Wilmington city, North Carolina"
391,5,0.656,"Winston-Salem city, North Carolina"
392,3,1.0,"Bismarck city, North Dakota"
393,3,1.0,"Fargo city, North Dakota"
394,6,0.808,"Akron city, Ohio"
395,5,0.241,"Canton city, Ohio"
396,7,0.991,"Cincinnati city, Ohio"
397,7,1.0,"Cleveland city, Ohio"
398,4,0.915,"Columbus city, Ohio"
399,7,0.858,"Dayton city, Ohio"
400,3,0.999,"Lorain city, Ohio"
401,3,1.0,"Parma city, Ohio"
402,6,0.683,"Toledo city, Ohio"
403,2,0.605,"Broken Arrow city, Oklahoma"
404,3,1.0,"Edmond city, Oklahoma"
405,5,0.702,"Lawton city, Oklahoma"
406,4,1.0,"Norman city, Oklahoma"
407,7,1.0,"Oklahoma City city, Oklahoma"
408,7,1.0,"Tulsa city, Oklahoma"
409,3,1.0,"Beaverton city, Oregon"
410,4,0.957,"Eugene city, Oregon"
411,3,1.0,"Gresham city, Oregon"
412,2,0.978,"Hillsboro city, Oregon"
413,3,1.0,"Medford city, Oregon"
414,4,0.981,"Portland city, Oregon"
415,2,0.616,"Salem city, Oregon"
416,6,0.797,"Allentown city, Pennsylvania"
417,3,1.0,"Bethlehem city, Pennsylvania"
418,7,0.964,"Erie city, Pennsylvania"
419,4,1.0,"Philadelphia city, Pennsylvania"
420,4,0.891,"Pittsburgh city, Pennsylvania"
421,6,0.989,"Reading city, Pennsylvania"
422,7,0.964,"Scranton city, Pennsylvania"
423,3,1.0,"Cranston city, Rhode Island"
424,3,1.0,"Pawtucket city, Rhode Island"
425,6,0.97,"Providence city, Rhode Island"
426,3,1.0,"Warwick city, Rhode Island"
427,4,0.94,"Columbia city, South Carolina"
428,3,1.0,"Greenville city, South Carolina"
429,4,0.943,"North Charleston city, South Carolina"
430,3,1.0,"Rock Hill city, South Carolina"
431,3,1.0,"Rapid City city, South Dakota"
432,7,0.985,"Sioux Falls city, South Dakota"
433,6,0.638,"Chattanooga city, Tennessee"
434,7,0.923,"Clarksville city, Tennessee"
435,3,1.0,"Jackson city, Tennessee"
436,3,1.0,"Johnson City city, Tennessee"
437,4,0.981,"Knoxville city, Tennessee"
438,7,1.0,"Memphis city, Tennessee"
439,3,1.0,"Murfreesboro city, Tennessee"
440,4,1.0,"Nashville-Davidson metropolitan government (balance), Tennessee"
441,7,0.906,"Abilene city, Texas"
442,7,0.997,"Amarillo city, Texas"
443,2,0.961,"Arlington city, Texas"
444,4,0.7,"Austin city, Texas"
445,3,1.0,"Baytown city, Texas"
446,3,0.919,"Beaumont city, Texas"
447,7,1.0,"Brownsville city, Texas"
448,3,1.0,"Bryan city, Texas"
449,3,1.0,"Carrollton city, Texas"
450,3,1.0,"Cedar Park city, Texas"
451,5,0.791,"College Station city, Texas"
452,3,1.0,"Conroe city, Texas"
453,7,0.997,"Corpus Christi city, Texas"
454,4,0.998,"Dallas city, Texas"
455,4,0.737,"Denton city, Texas"
456,3,1.0,"Edinburg city, Texas"
457,7,1.0,"El Paso city, Texas"
458,2,0.966,"Fort Worth city, Texas"
459,1,1.0,"Frisco city, Texas"
460,2,0.99,"Garland city, Texas"
461,2,1.0,"Grand Prairie city, Texas"
462,5,0.45,"Harlingen city, Texas"
463,7,0.992,"Houston city, Texas"
464,4,0.969,"Irving city, Texas"
465,6,0.735,"Killeen city, Texas"
466,7,0.983,"Laredo city, Texas"
467,1,0.827,"League City city, Texas"
468,3,1.0,"Lewisville city, Texas"
469,3,1.0,"Longview city, Texas"
470,7,0.926,"Lubbock city, Texas"
471,7,0.974,"McAllen city, Texas"
472,1,0.942,"McKinney city, Texas"
473,2,0.972,"Mesquite city, Texas"
474,3,0.958,"Midland city, Texas"
475,3,1.0,"Mission city, Texas"
476,3,1.0,"Missouri City city, Texas"
477,3,1.0,"New Braunfels city, Texas"
478,3,1.0,"North Richland Hills city, Texas"
479,3,0.999,"Odessa city, Texas"
480,6,0.645,"Pasadena city, Texas"
481,3,0.993,"Pearland city, Texas"
482,7,0.204,"Pharr city, Texas"
483,1,0.638,"Plano city, Texas"
484,4,0.651,"Round Rock city, Texas"
485,7,0.723,"San Angelo city, Texas"
486,7,0.962,"San Antonio city, Texas"
487,3,0.999,"Sugar Land city, Texas"
488,3,0.975,"Temple city, Texas"
489,3,1.0,"The Woodlands CDP, Texas"
490,3,1.0,"Tyler city, Texas"
491,3,1.0,"Victoria city, Texas"
492,7,0.739,"Waco city, Texas"
493,7,0.942,"Wichita Falls city, Texas"
494,2,0.73,"Ogden city, Utah"
495,2,0.608,"Orem city, Utah"
496,4,0.977,"Provo city, Utah"
497,3,1.0,"St. George city, Utah"
498,4,0.979,"Salt Lake City city, Utah"
499,2,0.988,"West Jordan city, Utah"
500,2,1.0,"West Valley City city, Utah"
501,3,1.0,"Alexandria city, Virginia"
502,3,1.0,"Arlington CDP, Virginia"
503,2,0.995,"Chesapeake city, Virginia"
504,4,0.672,"Hampton city, Virginia"
505,5,0.383,"Lynchburg city, Virginia"
506,4,0.844,"Newport News city, Virginia"
507,4,0.965,"Norfolk city, Virginia"
508,7,0.729,"Portsmouth city, Virginia"
509,4,1.0,"Richmond city, Virginia"
510,3,0.955,"Roanoke city, Virginia"
511,2,0.984,"Suffolk city, Virginia"
512,2,0.762,"Virginia Beach city, Virginia"
513,3,1.0,"Auburn city, Washington"
514,1,1.0,"Bellevue city, Washington"
515,4,0.997,"Bellingham city, Washington"
516,2,0.858,"Everett city, Washington"
517,3,1.0,"Federal Way city, Washington"
518,3,1.0,"Kennewick city, Washington"
519,2,0.918,"Kent city, Washington"
520,3,1.0,"Marysville city, Washington"
521,3,1.0,"Pasco city, Washington"
522,3,0.887,"Redmond city, Washington"
523,3,1.0,"Renton city, Washington"
524,1,1.0,"Seattle city, Washington"
525,3,1.0,"Shoreline city, Washington"
526,4,0.84,"Spokane city, Washington"
527,3,1.0,"Spokane Valley city, Washington"
528,4,0.82,"Tacoma city, Washington"
529,2,0.99,"Vancouver city, Washington"
530,3,1.0,"Yakima city, Washington"
531,7,0.856,"Green Bay city, Wisconsin"
532,3,1.0,"Janesville city, Wisconsin"
533,4,0.693,"Kenosha city, Wisconsin"
534,4,0.991,"Madison city, Wisconsin"
535,7,1.0,"Milwaukee city, Wisconsin"
536,7,0.776,"Oshkosh city, Wisconsin"
537,3,1.0,"Racine city, Wisconsin"
538,3,1.0,"Waukesha city, Wisconsin"
539,3,1.0,"Cheyenne city, Wyoming"
540,0,0.0,"Bayamón zona urbana, Puerto Rico"
541,0,0.0,"Caguas zona urbana, Puerto Rico"
542,0,0.0,"Carolina zona urbana, Puerto Rico"
543,0,0.0,"Guaynabo zona urbana, Puerto Rico"
544,0,0.0,"Ponce zona urbana, Puerto Rico"
545,0,0.0,"San Juan zona urbana, Puerto Rico"
